imdb id,budget,revenue,certification
tt0177885,3000000.0,0.0,
tt0177997,0.0,0.0,
tt0178642,0.0,0.0,R
tt0179344,0.0,0.0,R
tt0179435,0.0,0.0,R
tt0179626,60000000.0,56359980.0,R
tt0180679,0.0,0.0,PG-13
tt0180734,32000000.0,40222729.0,PG-13
tt0181739,75000000.0,13596911.0,PG
tt0181912,0.0,0.0,
tt0182000,13500000.0,794481.0,
tt0182027,0.0,0.0,
tt0183790,65000000.0,117487473.0,
tt0184791,0.0,16017403.0,R
tt0186202,0.0,0.0,PG-13
tt0186589,11000000.0,13276953.0,PG-13
tt0188128,0.0,46352.0,NR
tt0188453,13000000.0,0.0,R
tt0188575,0.0,0.0,
tt0189192,35000000.0,16176732.0,PG
tt0189541,0.0,0.0,
tt0191177,0.0,0.0,
tt0192023,0.0,0.0,R
tt0192071,22000000.0,19900366.0,PG-13
tt0192111,14000000.0,13127022.0,PG-13
tt0192237,0.0,125734.0,
tt0193364,25000000.0,0.0,R
tt0193560,0.0,0.0,
tt0195393,0.0,0.0,
tt0196068,0.0,0.0,
tt0196069,3000000.0,0.0,
tt0196158,7000000.0,0.0,R
tt0196229,28000000.0,60780981.0,PG-13
tt0197862,0.0,0.0,
tt0197929,0.0,0.0,
tt0198781,115000000.0,579707738.0,G
tt0199481,15000000.0,0.0,
tt0199898,0.0,0.0,
tt0200027,48000000.0,35743308.0,PG-13
tt0200422,0.0,0.0,
tt0200483,0.0,0.0,
tt0200954,0.0,0.0,
tt0201020,0.0,0.0,PG-13
tt0201394,6000000.0,0.0,R
tt0201479,0.0,0.0,
tt0201485,0.0,0.0,PG-13
tt0201694,0.0,0.0,
tt0202294,0.0,0.0,
tt0202470,57000000.0,19334145.0,R
tt0203009,52500000.0,179213434.0,PG-13
tt0203078,0.0,0.0,
tt0203289,250000.0,0.0,
tt0203755,18000000.0,13500000.0,R
tt0203975,3300000.0,0.0,R
tt0204619,0.0,0.0,
tt0204700,0.0,9200.0,NR
tt0205498,0.0,0.0,
tt0205738,0.0,0.0,
tt0206113,13500000.0,517262.0,
tt0206184,0.0,0.0,
tt0206275,13000000.0,131706809.0,PG-13
tt0206314,23000000.0,36642838.0,R
tt0206367,0.0,628387.0,G
tt0206762,0.0,0.0,
tt0206963,5250000.0,595005.0,R
tt0207051,0.0,0.0,
tt0207198,0.0,0.0,
tt0207585,0.0,0.0,PG
tt0207988,0.0,0.0,
tt0208899,0.0,0.0,PG-13
tt0208990,0.0,0.0,R
tt0209020,0.0,0.0,
tt0209109,0.0,0.0,
tt0209163,98000000.0,443280904.0,PG-13
tt0209253,0.0,0.0,
tt0209475,35000000.0,94728529.0,PG-13
tt0209486,0.0,0.0,
tt0209941,0.0,0.0,
tt0210094,15000000.0,0.0,R
tt0210362,0.0,0.0,
tt0210930,0.0,0.0,
tt0211443,11000000.0,16951798.0,R
tt0211465,15000000.0,12000000.0,R
tt0211915,10000000.0,173921954.0,R
tt0212048,0.0,0.0,
tt0212271,0.0,0.0,R
tt0212292,0.0,0.0,
tt0212294,0.0,0.0,
tt0212298,0.0,0.0,
tt0212380,0.0,637769.0,R
tt0212495,0.0,0.0,
tt0212720,100000000.0,235926552.0,PG-13
tt0212827,0.0,0.0,
tt0212867,0.0,0.0,
tt0212910,0.0,0.0,PG
tt0212985,87000000.0,351692268.0,R
tt0213113,0.0,0.0,
tt0213149,140000000.0,449220945.0,PG-13
tt0213205,0.0,0.0,
tt0213642,2000000.0,0.0,
tt0213802,0.0,0.0,R
tt0214032,0.0,0.0,
tt0214106,0.0,0.0,R
tt0214520,0.0,0.0,
tt0214529,0.0,0.0,
tt0214619,0.0,0.0,R
tt0214723,0.0,0.0,
tt0215135,2300000.0,0.0,R
tt0215139,0.0,0.0,
tt0215516,0.0,0.0,R
tt0215519,0.0,0.0,
tt0215727,0.0,0.0,
tt0215750,68000000.0,96976270.0,R
tt0216196,0.0,0.0,R
tt0216982,0.0,0.0,
tt0217135,0.0,0.0,
tt0217570,0.0,0.0,
tt0217686,0.0,0.0,
tt0217824,0.0,0.0,
tt0217978,0.0,0.0,R
tt0217979,0.0,0.0,R
tt0218000,500000.0,0.0,
tt0218032,0.0,0.0,PG
tt0218053,0.0,0.0,R
tt0218107,0.0,0.0,NR
tt0218126,0.0,0.0,
tt0218323,0.0,0.0,
tt0218619,17000000.0,4299141.0,PG-13
tt0218727,0.0,0.0,R
tt0218817,30000000.0,18195610.0,PG-13
tt0218922,42000000.0,35402320.0,R
tt0218978,0.0,0.0,R
tt0219327,0.0,0.0,
tt0219336,0.0,0.0,
tt0219408,0.0,0.0,PG-13
tt0219687,0.0,86000.0,PG-13
tt0219822,6000000.0,1600000.0,R
tt0219957,0.0,0.0,R
tt0219965,75000000.0,67631903.0,PG-13
tt0220005,0.0,0.0,NR
tt0220034,0.0,0.0,
tt0220122,0.0,0.0,NR
tt0220331,0.0,0.0,
tt0220514,0.0,0.0,
tt0220580,0.0,1864185.0,R
tt0220827,4000000.0,0.0,R
tt0220864,0.0,0.0,
tt0221027,53000000.0,83282296.0,
tt0221074,3000000.0,0.0,PG
tt0221218,30000000.0,23619609.0,PG-13
tt0221297,0.0,0.0,
tt0221559,7000000.0,0.0,R
tt0221799,0.0,850225.0,PG-13
tt0221837,0.0,0.0,
tt0222705,0.0,0.0,
tt0222849,78.0,0.0,
tt0223284,0.0,0.0,R
tt0223832,0.0,0.0,
tt0224084,0.0,0.0,
tt0224626,0.0,0.0,R
tt0225071,53000000.0,29700000.0,R
tt0225828,0.0,0.0,R
tt0226935,0.0,0.0,
tt0227005,5000000.0,5476060.0,R
tt0227194,5200000.0,5900000.0,
tt0227445,68000000.0,113579918.0,R
tt0227538,35000000.0,147934180.0,PG
tt0227984,27000000.0,12881605.0,R
tt0228333,28000000.0,14010832.0,R
tt0228488,0.0,0.0,
tt0228536,0.0,0.0,
tt0228690,0.0,0.0,
tt0228878,0.0,0.0,R
tt0228977,0.0,0.0,R
tt0229002,0.0,0.0,
tt0229003,0.0,0.0,
tt0229021,0.0,0.0,
tt0229211,0.0,0.0,
tt0230011,120000000.0,186053725.0,PG
tt0230025,0.0,0.0,R
tt0230600,17000000.0,209947037.0,PG-13
tt0230838,40000000.0,65754228.0,PG-13
tt0231001,6000000.0,0.0,
tt0231402,21150000.0,39438674.0,PG
tt0231775,30000000.0,71186502.0,PG-13
tt0232015,0.0,0.0,
tt0232098,0.0,0.0,
tt0232231,0.0,0.0,
tt0232500,38000000.0,207283925.0,PG-13
tt0233142,62000000.0,18720175.0,R
tt0233481,0.0,0.0,
tt0233841,0.0,0.0,PG
tt0234354,6000000.0,2025238.0,R
tt0234829,34000000.0,19693891.0,PG-13
tt0235412,0.0,0.0,
tt0235497,0.0,645417.0,
tt0235606,0.0,0.0,
tt0235807,0.0,0.0,
tt0236026,0.0,0.0,
tt0236126,0.0,0.0,R
tt0236157,0.0,0.0,R
tt0236348,22000000.0,0.0,PG-13
tt0236474,0.0,0.0,
tt0236493,57000000.0,147845033.0,R
tt0236551,0.0,0.0,
tt0236600,0.0,0.0,
tt0236640,0.0,0.0,R
tt0236784,21000000.0,28008462.0,R
tt0237289,0.0,0.0,
tt0237295,5000.0,0.0,
tt0237320,10000.0,0.0,
tt0237534,29000000.0,70752904.0,R
tt0237572,35000000.0,29419291.0,R
tt0237687,0.0,0.0,
tt0237994,0.0,0.0,
tt0238112,57000000.0,62112895.0,R
tt0238137,0.0,0.0,R
tt0238552,17000000.0,894844.0,R
tt0238948,24000000.0,31600000.0,PG-13
tt0239020,0.0,0.0,
tt0239060,0.0,0.0,
tt0239224,0.0,0.0,
tt0239234,0.0,0.0,PG-13
tt0239238,0.0,0.0,
tt0239395,60000000.0,93375151.0,PG
tt0239467,0.0,0.0,
tt0239509,0.0,0.0,
tt0239570,0.0,0.0,
tt0239670,0.0,0.0,
tt0239948,22000000.0,19351569.0,PG-13
tt0239949,25000000.0,12320393.0,R
tt0239986,1000000.0,2402459.0,R
tt0240122,0.0,0.0,PG-13
tt0240149,0.0,0.0,
tt0240389,0.0,0.0,
tt0240402,0.0,0.0,
tt0240419,0.0,0.0,R
tt0240462,70000000.0,176104344.0,PG
tt0240515,14000000.0,14343028.0,R
tt0240659,0.0,0.0,
tt0240772,85000000.0,450717150.0,PG-13
tt0240890,28000000.0,77516304.0,PG-13
tt0241223,0.0,0.0,NR
tt0241254,0.0,0.0,
tt0241355,0.0,0.0,
tt0241498,0.0,0.0,
tt0241527,125000000.0,976475550.0,PG
tt0241683,0.0,0.0,
tt0241897,0.0,0.0,
tt0242150,100000.0,5000000.0,R
tt0242193,0.0,480811.0,R
tt0242252,30000000.0,1198113.0,R
tt0242445,50000000.0,79958599.0,R
tt0242508,0.0,0.0,R
tt0242527,0.0,7819851.0,R
tt0242587,700000.0,1667192.0,NR
tt0242592,0.0,0.0,
tt0242746,0.0,0.0,
tt0242994,0.0,0.0,
tt0242998,10000000.0,16300000.0,R
tt0243017,0.0,3176880.0,R
tt0243059,0.0,0.0,
tt0243133,20000000.0,0.0,R
tt0243155,25000000.0,281929795.0,R
tt0243210,0.0,0.0,
tt0243222,0.0,0.0,
tt0243232,0.0,0.0,R
tt0243255,0.0,0.0,
tt0243278,0.0,0.0,
tt0243493,0.0,0.0,
tt0243508,0.0,0.0,NR
tt0243554,2000000.0,0.0,R
tt0243575,0.0,0.0,
tt0243595,0.0,0.0,R
tt0243609,14000000.0,0.0,R
tt0243655,5000000.0,295206.0,
tt0243759,0.0,0.0,
tt0243885,0.0,0.0,R
tt0243892,0.0,0.0,PG-13
tt0243907,0.0,0.0,
tt0243931,0.0,0.0,R
tt0243991,8000000.0,0.0,R
tt0244000,35000000.0,13678913.0,PG-13
tt0244071,0.0,0.0,
tt0244094,0.0,0.0,
tt0244244,102000000.0,147080413.0,R
tt0244297,0.0,0.0,
tt0244452,0.0,0.0,R
tt0244471,0.0,0.0,
tt0244479,5000000.0,0.0,R
tt0244709,5000000.0,0.0,
tt0244803,0.0,0.0,
tt0244941,0.0,0.0,PG-13
tt0244970,23000000.0,38689940.0,PG-13
tt0245046,0.0,741394.0,PG-13
tt0245090,7500000.0,0.0,
tt0245095,0.0,0.0,R
tt0245115,0.0,0.0,R
tt0245120,5000000.0,0.0,R
tt0245157,0.0,0.0,
tt0245171,0.0,0.0,
tt0245238,0.0,0.0,R
tt0245276,0.0,0.0,
tt0245317,0.0,0.0,R
tt0245356,0.0,0.0,R
tt0245407,0.0,0.0,
tt0245429,19000000.0,274925095.0,
tt0245501,0.0,0.0,
tt0245574,5000000.0,33616692.0,
tt0245634,0.0,0.0,
tt0245674,42000000.0,68467960.0,R
tt0245686,17700000.0,30987695.0,PG-13
tt0245799,0.0,0.0,
tt0245866,0.0,0.0,
tt0245891,0.0,1.0,PG
tt0245904,0.0,0.0,
tt0245905,0.0,0.0,
tt0246000,0.0,0.0,
tt0246002,0.0,0.0,PG
tt0246037,0.0,0.0,R
tt0246108,0.0,0.0,
tt0246134,0.0,0.0,
tt0246197,0.0,0.0,
tt0246228,0.0,0.0,R
tt0246268,0.0,0.0,
tt0246278,0.0,0.0,
tt0246500,9000000.0,252706.0,R
tt0246514,0.0,0.0,
tt0246544,40000000.0,27053815.0,PG-13
tt0246578,4500000.0,7500000.0,
tt0246628,0.0,0.0,
tt0246730,0.0,0.0,
tt0246772,0.0,4160475.0,
tt0246965,0.0,0.0,PG-13
tt0246989,11000000.0,23430766.0,R
tt0247133,0.0,0.0,
tt0247199,1500000.0,1309316.0,R
tt0247303,15000000.0,163169.0,R
tt0247419,0.0,0.0,
tt0247425,1700000.0,44763181.0,
tt0247427,0.0,0.0,
tt0247512,0.0,0.0,R
tt0247638,37000000.0,165335153.0,G
tt0247645,3000000.0,0.0,
tt0247745,1200000.0,18492362.0,R
tt0247786,4000000.0,0.0,
tt0247823,0.0,0.0,
tt0248123,0.0,0.0,
tt0248126,0.0,0.0,
tt0248164,200000.0,0.0,
tt0248190,0.0,0.0,
tt0248408,0.0,75675074.0,
tt0248617,0.0,0.0,
tt0248661,0.0,0.0,NR
tt0248667,107000000.0,87713825.0,
tt0248742,0.0,0.0,R
tt0248845,0.0,0.0,R
tt0248966,0.0,0.0,
tt0249081,0.0,0.0,
tt0249082,0.0,0.0,
tt0249110,0.0,0.0,
tt0249261,0.0,0.0,
tt0249371,17000000.0,19000000.0,R
tt0249478,75000000.0,54249294.0,PG-13
tt0249511,3000000.0,0.0,
tt0249624,0.0,0.0,
tt0250081,0.0,0.0,R
tt0250125,0.0,0.0,
tt0250202,0.0,1051948.0,R
tt0250214,0.0,0.0,
tt0250224,13000000.0,16929123.0,PG-13
tt0250258,0.0,13782896.0,
tt0250274,0.0,0.0,R
tt0250282,0.0,28149.0,R
tt0250310,11000000.0,23978402.0,PG-13
tt0250323,3000000.0,10031529.0,R
tt0250347,0.0,0.0,R
tt0250371,7000000.0,4720371.0,
tt0250485,0.0,0.0,
tt0250491,0.0,0.0,
tt0250494,18000000.0,141774679.0,PG-13
tt0250613,0.0,0.0,R
tt0250617,0.0,0.0,R
tt0250625,0.0,0.0,
tt0250636,0.0,0.0,
tt0250687,48000000.0,85498534.0,
tt0250716,0.0,0.0,
tt0250720,0.0,0.0,
tt0251031,0.0,0.0,
tt0251052,0.0,0.0,
tt0251054,0.0,0.0,
tt0251057,0.0,0.0,R
tt0251075,80000000.0,98376292.0,PG-13
tt0251110,0.0,0.0,R
tt0251174,0.0,0.0,
tt0251193,0.0,0.0,
tt0251294,0.0,0.0,
tt0251364,0.0,0.0,
tt0251369,0.0,0.0,
tt0251370,0.0,0.0,
tt0251415,0.0,0.0,R
tt0251661,0.0,0.0,
tt0251696,0.0,0.0,
tt0252223,15000000.0,23000.0,PG-13
tt0252225,0.0,0.0,
tt0252253,2.0,0.0,
tt0252299,15000000.0,2300805.0,
tt0252480,0.0,0.0,
tt0252501,31000000.0,24185781.0,PG-13
tt0252503,35000000.0,28500000.0,
tt0252684,0.0,0.0,
tt0252866,30000000.0,287553595.0,R
tt0252963,0.0,0.0,
tt0253114,250000.0,0.0,R
tt0253126,0.0,0.0,R
tt0253197,0.0,0.0,
tt0253200,0.0,0.0,PG-13
tt0253314,0.0,0.0,
tt0253335,0.0,0.0,
tt0253487,0.0,0.0,
tt0253586,0.0,0.0,
tt0253798,24000000.0,14782676.0,PG-13
tt0253827,0.0,0.0,
tt0253840,0.0,0.0,PG-13
tt0254099,0.0,0.0,R
tt0254199,0.0,0.0,R
tt0254252,0.0,0.0,
tt0254284,0.0,0.0,
tt0254334,0.0,0.0,R
tt0254455,0.0,7640680.0,NR
tt0254610,0.0,0.0,
tt0254617,0.0,0.0,PG-13
tt0254622,0.0,0.0,
tt0254626,0.0,0.0,
tt0254686,3000000.0,9801375.0,R
tt0254791,0.0,0.0,
tt0255055,0.0,0.0,G
tt0255312,0.0,0.0,
tt0255653,0.0,4574762.0,
tt0255798,22000000.0,84772742.0,
tt0255819,16000000.0,29381649.0,R
tt0255909,0.0,0.0,
tt0256009,4500000.0,6582065.0,
tt0256084,0.0,0.0,
tt0256103,0.0,0.0,NR
tt0256155,0.0,0.0,
tt0256341,0.0,0.0,
tt0256359,0.0,0.0,
tt0256374,0.0,0.0,
tt0256380,40000000.0,141069860.0,PG-13
tt0256524,0.0,0.0,PG-13
tt0256531,0.0,0.0,
tt0256666,0.0,0.0,
tt0256692,0.0,0.0,
tt0256856,0.0,0.0,
tt0257106,45000000.0,141220678.0,R
tt0257408,3000000.0,0.0,
tt0257721,0.0,0.0,
tt0257750,0.0,0.0,R
tt0258038,0.0,0.0,PG-13
tt0258127,0.0,0.0,
tt0258273,250000.0,4186931.0,
tt0258470,0.0,0.0,PG-13
tt0258827,0.0,0.0,
tt0258834,0.0,0.0,
tt0258967,0.0,0.0,
tt0259054,0.0,0.0,
tt0259060,0.0,0.0,
tt0259097,0.0,0.0,
tt0259218,0.0,0.0,
tt0259289,0.0,0.0,
tt0259386,0.0,0.0,
tt0259393,0.0,0.0,R
tt0259424,0.0,0.0,
tt0259497,0.0,0.0,R
tt0259711,68000000.0,203388341.0,R
tt0259730,0.0,306737.0,
tt0259742,0.0,0.0,
tt0259929,0.0,0.0,
tt0259991,860000.0,0.0,
tt0260136,0.0,0.0,
tt0260216,0.0,0.0,
tt0260414,20000000.0,0.0,
tt0260522,4200000.0,0.0,
tt0260746,0.0,100420.0,R
tt0260866,50000000.0,100020092.0,R
tt0261066,0.0,0.0,
tt0261311,4000000.0,0.0,
tt0261392,22000000.0,33788161.0,R
tt0261570,0.0,0.0,
tt0261652,0.0,0.0,R
tt0261697,0.0,463780.0,
tt0261706,0.0,0.0,
tt0261755,400000.0,43719.0,
tt0261800,0.0,0.0,
tt0261983,1500000.0,1612259.0,R
tt0262345,0.0,0.0,
tt0262429,0.0,0.0,
tt0262462,0.0,0.0,
tt0262699,0.0,126.0,
tt0262828,0.0,0.0,
tt0262911,0.0,0.0,R
tt0262942,0.0,0.0,
tt0263215,0.0,10002.0,R
tt0263386,0.0,0.0,R
tt0263488,10000000.0,59217789.0,R
tt0263496,0.0,0.0,
tt0263657,0.0,0.0,NR
tt0263671,0.0,0.0,
tt0263725,0.0,0.0,R
tt0263728,20000000.0,6000000.0,
tt0263746,0.0,0.0,R
tt0264319,0.0,0.0,
tt0264355,0.0,0.0,
tt0264425,0.0,0.0,
tt0264508,4800000.0,0.0,
tt0264559,0.0,0.0,
tt0264605,0.0,0.0,
tt0264606,0.0,0.0,
tt0264616,11000000.0,17423030.0,R
tt0264761,1000000.0,10013424.0,
tt0264792,0.0,0.0,
tt0264796,18000000.0,0.0,R
tt0265029,64400000.0,138191428.0,PG-13
tt0265086,92000000.0,172989651.0,
tt0265087,50000000.0,33422806.0,PG-13
tt0265104,0.0,0.0,R
tt0265116,0.0,0.0,
tt0265118,0.0,0.0,R
tt0265171,1500000.0,0.0,PG-13
tt0265198,4000000.0,0.0,
tt0265226,0.0,0.0,
tt0265307,6500000.0,2006391.0,
tt0265343,0.0,0.0,R
tt0265452,0.0,0.0,
tt0265581,0.0,0.0,
tt0265611,0.0,0.0,
tt0265632,10000000.0,44460850.0,G
tt0265666,21000000.0,71441250.0,R
tt0265709,0.0,0.0,
tt0265713,0.0,0.0,R
tt0265752,0.0,0.0,R
tt0265773,0.0,0.0,
tt0265787,0.0,0.0,R
tt0265859,0.0,0.0,
tt0265930,0.0,0.0,R
tt0266041,0.0,0.0,
tt0266057,0.0,0.0,
tt0266102,0.0,0.0,
tt0266391,7000000.0,3646994.0,PG-13
tt0266449,0.0,0.0,R
tt0266486,1300000.0,0.0,
tt0266529,0.0,0.0,
tt0266629,0.0,0.0,R
tt0266824,0.0,0.0,
tt0266915,90000000.0,347325802.0,PG-13
tt0266987,115000000.0,143049560.0,R
tt0267044,9360460.0,0.0,
tt0267129,15000000.0,1297401.0,
tt0267287,8000000.0,8826094.0,R
tt0267336,0.0,0.0,
tt0267414,0.0,0.0,
tt0267440,0.0,0.0,
tt0267659,0.0,0.0,
tt0267785,0.0,0.0,R
tt0267804,49000000.0,72689126.0,PG-13
tt0267989,0.0,0.0,R
tt0268040,0.0,0.0,
tt0268200,1000000.0,852206.0,PG-13
tt0268219,29000000.0,1802142.0,
tt0268397,25000000.0,80936232.0,G
tt0268437,0.0,0.0,
tt0268548,0.0,0.0,PG-13
tt0268579,0.0,0.0,
tt0268636,0.0,0.0,
tt0268690,0.0,0.0,R
tt0268711,3000000.0,3098924.0,
tt0268755,0.0,0.0,
tt0268762,1500000.0,0.0,
tt0268917,0.0,0.0,
tt0268978,58000000.0,316800000.0,
tt0268995,72000000.0,37317673.0,PG
tt0269058,500000.0,0.0,
tt0269329,0.0,0.0,
tt0269341,13000000.0,22390000.0,R
tt0269356,0.0,0.0,
tt0269376,0.0,0.0,
tt0269408,0.0,0.0,R
tt0269499,0.0,0.0,
tt0269746,0.0,0.0,
tt0269771,0.0,0.0,
tt0269792,0.0,0.0,
tt0270259,0.0,0.0,
tt0270270,0.0,0.0,R
tt0270480,4800000.0,0.0,
tt0270487,700000.0,0.0,
tt0270515,0.0,0.0,
tt0270569,0.0,0.0,
tt0270918,0.0,0.0,
tt0271017,0.0,0.0,
tt0271020,0.0,0.0,
tt0271027,25000000.0,64437847.0,R
tt0271053,0.0,0.0,
tt0271200,0.0,0.0,R
tt0271436,0.0,0.0,
tt0271538,0.0,0.0,
tt0271543,5000000.0,0.0,R
tt0271580,1200000.0,0.0,NR
tt0271788,0.0,0.0,
tt0271809,1900000.0,0.0,
tt0271946,25697387.0,790144.0,PG-13
tt0271972,570000.0,0.0,
tt0271982,0.0,0.0,
tt0271984,0.0,0.0,
tt0272020,72000000.0,27642707.0,R
tt0272036,0.0,0.0,R
tt0272068,0.0,0.0,
tt0272069,40000.0,0.0,
tt0272087,0.0,0.0,
tt0272152,48000000.0,50315140.0,PG-13
tt0272362,0.0,0.0,
tt0272440,0.0,0.0,
tt0272454,0.0,0.0,
tt0272563,0.0,0.0,
tt0272590,0.0,0.0,R
tt0272647,0.0,0.0,
tt0273048,0.0,0.0,R
tt0273057,0.0,0.0,R
tt0273083,0.0,0.0,
tt0273226,0.0,0.0,
tt0273228,0.0,0.0,
tt0273253,0.0,251058.0,
tt0273300,0.0,0.0,PG
tt0273311,0.0,0.0,
tt0273498,2500000.0,0.0,
tt0273607,0.0,299171.0,
tt0273650,0.0,0.0,NR
tt0273726,0.0,0.0,
tt0273799,25000000.0,18634654.0,G
tt0273812,0.0,0.0,
tt0273822,0.0,0.0,
tt0273833,0.0,0.0,
tt0273850,0.0,0.0,R
tt0273851,0.0,0.0,
tt0274057,1000000.0,0.0,
tt0274117,0.0,0.0,
tt0274181,0.0,0.0,
tt0274189,0.0,0.0,
tt0274323,0.0,0.0,
tt0274432,0.0,0.0,
tt0274472,0.0,0.0,R
tt0274497,0.0,215339.0,R
tt0274652,0.0,0.0,PG-13
tt0274680,0.0,0.0,
tt0274861,0.0,0.0,
tt0274868,0.0,0.0,
tt0274874,0.0,0.0,
tt0275067,0.0,0.0,R
tt0275083,8000000.0,0.0,
tt0275182,0.0,0.0,
tt0275277,0.0,0.0,
tt0275468,0.0,0.0,
tt0275527,0.0,0.0,PG-13
tt0275611,4000000.0,0.0,
tt0275655,0.0,0.0,
tt0275681,0.0,0.0,
tt0275688,0.0,70569.0,R
tt0275719,100000.0,490475.0,
tt0275772,0.0,0.0,
tt0275876,1.0,246.0,
tt0275902,0.0,0.0,
tt0275913,0.0,0.0,
tt0276052,0.0,0.0,
tt0276198,0.0,0.0,G
tt0276276,0.0,0.0,
tt0276437,0.0,0.0,
tt0276501,0.0,0.0,
tt0276584,300000.0,0.0,
tt0276607,0.0,0.0,
tt0276617,250000.0,0.0,
tt0276769,0.0,0.0,
tt0276773,0.0,0.0,
tt0276818,0.0,0.0,
tt0276820,0.0,0.0,
tt0276837,0.0,0.0,
tt0276868,0.0,0.0,R
tt0276893,0.0,0.0,
tt0276971,0.0,0.0,
tt0276977,50.0,60.0,R
tt0277027,22000000.0,92542418.0,PG-13
tt0277044,0.0,0.0,
tt0277092,0.0,0.0,
tt0277255,0.0,0.0,
tt0277327,0.0,0.0,
tt0277371,16000000.0,66468332.0,R
tt0277386,0.0,0.0,
tt0277588,0.0,0.0,
tt0277622,0.0,0.0,
tt0277688,0.0,0.0,
tt0277705,0.0,0.0,R
tt0277713,0.0,0.0,R
tt0277800,0.0,0.0,
tt0277909,0.0,0.0,
tt0277925,0.0,0.0,
tt0277928,0.0,0.0,
tt0277975,0.0,0.0,
tt0278006,0.0,0.0,
tt0278026,0.0,0.0,
tt0278044,0.0,0.0,
tt0278159,0.0,0.0,
tt0278412,0.0,0.0,
tt0278413,0.0,0.0,
tt0278487,0.0,0.0,
tt0278488,12000000.0,31155435.0,
tt0278674,0.0,150000.0,
tt0278675,0.0,10000000.0,
tt0278783,0.0,0.0,
tt0278976,0.0,0.0,
tt0279064,0.0,0.0,
tt0279065,0.0,0.0,
tt0279083,0.0,0.0,
tt0279112,9400000.0,20000000.0,NR
tt0279231,0.0,0.0,
tt0279248,0.0,0.0,
tt0279286,16000000.0,4500000.0,PG
tt0279479,0.0,0.0,NR
tt0279483,0.0,0.0,
tt0279485,0.0,0.0,
tt0279494,0.0,0.0,
tt0279523,0.0,0.0,
tt0279623,0.0,0.0,
tt0279695,3000000.0,0.0,
tt0279783,0.0,0.0,
tt0279889,38000000.0,24516772.0,PG
tt0279926,0.0,0.0,
tt0279977,0.0,0.0,
tt0280001,0.0,0.0,
tt0280015,0.0,0.0,
tt0280096,0.0,0.0,
tt0280193,0.0,0.0,
tt0280381,200000.0,0.0,
tt0280383,0.0,0.0,NR
tt0280424,0.0,0.0,
tt0280456,0.0,0.0,R
tt0280707,19800000.0,87754044.0,R
tt0280732,0.0,0.0,
tt0280733,0.0,0.0,
tt0280778,5500000.0,16153953.0,R
tt0280788,0.0,0.0,
tt0280933,0.0,0.0,
tt0280956,0.0,0.0,
tt0280962,0.0,0.0,
tt0281094,0.0,0.0,
tt0281144,0.0,0.0,
tt0281176,0.0,0.0,
tt0281202,0.0,0.0,
tt0281203,165000.0,0.0,R
tt0281206,0.0,0.0,
tt0281214,0.0,0.0,
tt0281339,0.0,0.0,
tt0281357,0.0,0.0,
tt0281364,15300000.0,10366360.0,
tt0281398,0.0,0.0,
tt0281615,575100.0,0.0,
tt0281680,600000.0,1023156.0,PG-13
tt0281718,0.0,0.0,
tt0281810,0.0,0.0,
